!version: $Revision: 1.48 $
!date: $Date: 2006/07/27 13:53:31 $
!Mapping of GO function_ontology "enzymes" to Enzyme Commission Numbers.
!original mapping by Michael Ashburner, Cambridge.
!This version parsed from function.ontology on 2006/07/14 16:07:33
!by Daniel Barrell, EBI, Hinxton
!
EC:1 > GO:oxidoreductase activity ; GO:0016491
EC:3.6.3.5 > GO:zinc-exporting ATPase activity ; GO:0016463
EC:3.6.3.50 > GO:protein-exporting ATPase activity ; GO:0008564
EC:3.6.3.51 > GO:mitochondrial protein-transporting ATPase activity ; GO:0008566
EC:3.6.3.52 > GO:chloroplast protein-transporting ATPase activity ; GO:0016464
EC:3.6.3.53 > GO:silver-exporting ATPase activity ; GO:0015445
EC:3.6.3.6 > GO:hydrogen-exporting ATPase activity, phosphorylative mechanism ; GO:0008553
EC:3.6.3.7 > GO:sodium-exporting ATPase activity, phosphorylative mechanism ; GO:0008554
EC:3.6.3.8 > GO:calcium-transporting ATPase activity ; GO:0005388
EC:3.6.3.9 > GO:sodium:potassium-exchanging ATPase activity ; GO:0005391
EC:3.6.4.3 > GO:microtubule-severing ATPase activity ; GO:0008568
EC:3.6.4.4 > GO:plus-end-directed microtubule motor activity ; GO:0008574
EC:3.6.4.5 > GO:minus-end-directed microtubule motor activity ; GO:0008569
EC:3.7 > GO:hydrolase activity, acting on acid carbon-carbon bonds ; GO:0016822
EC:3.7.1 > GO:hydrolase activity, acting on acid carbon-carbon bonds, in ketonic substances ; GO:0016823
EC:3.7.1.1 > GO:oxaloacetase activity ; GO:0030603
EC:3.7.1.10 > GO:cyclohexane-1,3-dione hydrolase activity ; GO:0047796
EC:3.7.1.2 > GO:fumarylacetoacetase activity ; GO:0004334
EC:3.7.1.3 > GO:kynureninase activity ; GO:0030429
EC:3.7.1.4 > GO:phloretin hydrolase activity ; GO:0050180
EC:3.7.1.5 > GO:acylpyruvate hydrolase activity ; GO:0047621
EC:3.7.1.6 > GO:acetylpyruvate hydrolase activity ; GO:0018773
EC:3.7.1.7 > GO:beta-diketone hydrolase activity ; GO:0047699
EC:3.7.1.8 > GO:2,6-dioxo-6-phenylhexa-3-enoate hydrolase activity ; GO:0018774
EC:3.7.1.9 > GO:2-hydroxymuconate-semialdehyde hydrolase activity ; GO:0018775
EC:3.8 > GO:hydrolase activity, acting on acid halide bonds ; GO:0016824
EC:3.8.1 > GO:hydrolase activity, acting on acid halide bonds, in C-halide compounds ; GO:0019120
EC:3.8.1.1 > GO:alkylhalidase activity ; GO:0047651
EC:3.8.1.2 > GO:(S)-2-haloacid dehalogenase activity ; GO:0018784
EC:3.8.1.3 > GO:haloacetate dehalogenase activity ; GO:0018785
EC:3.8.1.5 > GO:haloalkane dehalogenase activity ; GO:0018786
EC:3.8.1.6 > GO:4-chlorobenzoate dehalogenase activity ; GO:0047576
EC:3.8.1.7 > GO:4-chlorobenzoyl-CoA dehalogenase activity ; GO:0018787
EC:3.8.1.8 > GO:atrazine chlorohydrolase activity ; GO:0018788
EC:3.9 > GO:hydrolase activity, acting on acid phosphorus-nitrogen bonds ; GO:0016825
EC:3.9.1.1 > GO:phosphoamidase activity ; GO:0050187
EC:4 > GO:lyase activity ; GO:0016829
EC:4.1 > GO:carbon-carbon lyase activity ; GO:0016830
EC:4.1.1 > GO:carboxy-lyase activity ; GO:0016831
EC:4.1.1.1 > GO:pyruvate decarboxylase activity ; GO:0004737
EC:4.1.1.11 > GO:aspartate 1-decarboxylase activity ; GO:0004068
EC:4.1.1.12 > GO:aspartate 4-decarboxylase activity ; GO:0047688
EC:4.1.1.14 > GO:valine decarboxylase activity ; GO:0050390
EC:4.1.1.15 > GO:glutamate decarboxylase activity ; GO:0004351
EC:4.1.1.16 > GO:hydroxyglutamate decarboxylase activity ; GO:0047990
EC:4.1.1.17 > GO:ornithine decarboxylase activity ; GO:0004586
EC:4.1.1.18 > GO:lysine decarboxylase activity ; GO:0008923
EC:4.1.1.19 > GO:arginine decarboxylase activity ; GO:0008792
EC:4.1.1.2 > GO:oxalate decarboxylase activity ; GO:0046564
EC:4.1.1.20 > GO:diaminopimelate decarboxylase activity ; GO:0008836
EC:4.1.1.21 > GO:phosphoribosylaminoimidazole carboxylase activity ; GO:0004638
EC:4.1.1.22 > GO:histidine decarboxylase activity ; GO:0004398
EC:4.1.1.23 > GO:orotidine-5'-phosphate decarboxylase activity ; GO:0004590
EC:4.1.1.24 > GO:aminobenzoate decarboxylase activity ; GO:0047662
EC:4.1.1.25 > GO:tyrosine decarboxylase activity ; GO:0004837
EC:4.1.1.28 > GO:aromatic-L-amino-acid decarboxylase activity ; GO:0004058
EC:4.1.1.29 > GO:sulfinoalanine decarboxylase activity ; GO:0004782
EC:4.1.1.3 > GO:oxaloacetate decarboxylase activity ; GO:0008948
EC:4.1.1.30 > GO:pantothenoylcysteine decarboxylase activity ; GO:0050167
EC:4.1.1.31 > GO:phosphoenolpyruvate carboxylase activity ; GO:0008964
EC:4.1.1.32 > GO:phosphoenolpyruvate carboxykinase (GTP) activity ; GO:0004613
EC:4.1.1.33 > GO:diphosphomevalonate decarboxylase activity ; GO:0004163
EC:4.1.1.34 > GO:dehydro-L-gulonate decarboxylase activity ; GO:0047842
EC:4.1.1.35 > GO:UDP-glucuronate decarboxylase activity ; GO:0048040
EC:4.1.1.36 > GO:phosphopantothenoylcysteine decarboxylase activity ; GO:0004633
EC:4.1.1.37 > GO:uroporphyrinogen decarboxylase activity ; GO:0004853
EC:4.1.1.38 > GO:phosphoenolpyruvate carboxykinase (diphosphate) activity ; GO:0030585
EC:4.1.1.39 > GO:ribulose-bisphosphate carboxylase activity ; GO:0016984
EC:4.1.1.4 > GO:acetoacetate decarboxylase activity ; GO:0047602
EC:4.1.1.40 > GO:hydroxypyruvate decarboxylase activity ; GO:0047997
EC:4.1.1.41 > GO:methylmalonyl-CoA decarboxylase activity ; GO:0004492
EC:4.1.1.42 > GO:carnitine decarboxylase activity ; GO:0047729
EC:4.1.1.43 > GO:phenylpyruvate decarboxylase activity ; GO:0050177
EC:4.1.1.44 > GO:4-carboxymuconolactone decarboxylase activity ; GO:0047575
EC:4.1.1.45 > GO:aminocarboxymuconate-semialdehyde decarboxylase activity ; GO:0001760
EC:4.1.1.46 > GO:o-pyrocatechuate decarboxylase activity ; GO:0050150
EC:4.1.1.47 > GO:tartronate-semialdehyde synthase activity ; GO:0009028
EC:4.1.1.48 > GO:indole-3-glycerol-phosphate synthase activity ; GO:0004425
EC:4.1.1.49 > GO:phosphoenolpyruvate carboxykinase (ATP) activity ; GO:0004612
EC:4.1.1.5 > GO:acetolactate decarboxylase activity ; GO:0047605
EC:4.1.1.50 > GO:adenosylmethionine decarboxylase activity ; GO:0004014
EC:4.1.1.51 > GO:3-hydroxy-2-methylpyridine-4,5-dicarboxylate 4-decarboxylase activity ; GO:0047431
EC:4.1.1.52 > GO:6-methylsalicylate decarboxylase activity ; GO:0047596
EC:4.1.1.53 > GO:phenylalanine decarboxylase activity ; GO:0050174
EC:4.1.1.54 > GO:dihydroxyfumarate decarboxylase activity ; GO:0047858
EC:4.1.1.55 > GO:4,5-dihydroxyphthalate decarboxylase activity ; GO:0018796
EC:4.1.1.56 > GO:3-oxolaurate decarboxylase activity ; GO:0050410
EC:4.1.1.57 > GO:methionine decarboxylase activity ; GO:0050095
EC:4.1.1.58 > GO:orsellinate decarboxylase activity ; GO:0050159
EC:4.1.1.59 > GO:gallate decarboxylase activity ; GO:0018798
EC:4.1.1.6 > GO:aconitate decarboxylase activity ; GO:0047613
EC:4.1.1.60 > GO:stipitatonate decarboxylase activity ; GO:0050296
EC:4.1.1.61 > GO:4-hydroxybenzoate decarboxylase activity ; GO:0018799
EC:4.1.1.62 > GO:gentisate decarboxylase activity ; GO:0047923
EC:4.1.1.63 > GO:protocatechuate decarboxylase activity ; GO:0050223
EC:4.1.1.64 > GO:2,2-dialkylglycine decarboxylase (pyruvate) activity ; GO:0047432
EC:4.1.1.65 > GO:phosphatidylserine decarboxylase activity ; GO:0004609
EC:4.1.1.66 > GO:uracil-5-carboxylate decarboxylase activity ; GO:0050382
EC:4.1.1.67 > GO:UDP-galacturonate decarboxylase activity ; GO:0050374
EC:4.1.1.68 > GO:5-oxopent-3-ene-1,2,5-tricarboxylate decarboxylase activity ; GO:0018800
EC:4.1.1.69 > GO:3,4-dihydroxyphthalate decarboxylase activity ; GO:0047556
EC:4.1.1.7 > GO:benzoylformate decarboxylase activity ; GO:0050695
EC:4.1.1.70 > GO:glutaconyl-CoA decarboxylase activity ; GO:0018801
EC:4.1.1.71 > GO:2-oxoglutarate decarboxylase activity ; GO:0008683
EC:4.1.1.72 > GO:branched-chain-2-oxoacid decarboxylase activity ; GO:0047433
EC:4.1.1.73 > GO:tartrate decarboxylase activity ; GO:0050319
EC:4.1.1.74 > GO:indolepyruvate decarboxylase activity ; GO:0047434
EC:4.1.1.75 > GO:5-guanidino-2-oxopentanoate decarboxylase activity ; GO:0047435
EC:4.1.1.76 > GO:arylmalonate decarboxylase activity ; GO:0047436
EC:4.1.1.77 > GO:4-oxalocrotonate decarboxylase activity ; GO:0047437
EC:4.1.1.78 > GO:acetylenedicarboxylate decarboxylase activity ; GO:0050476
EC:4.1.1.79 > GO:sulfopyruvate decarboxylase activity ; GO:0050545
EC:4.1.1.8 > GO:oxalyl-CoA decarboxylase activity ; GO:0008949
EC:4.1.1.80 > GO:4-hydroxyphenylpyruvate decarboxylase activity ; GO:0050546
EC:4.1.1.81 > GO:threonine-phosphate decarboxylase activity ; GO:0048472
EC:4.1.1.9 > GO:malonyl-CoA decarboxylase activity ; GO:0050080
EC:4.1.2 > GO:aldehyde-lyase activity ; GO:0016832
EC:4.1.2.10 > GO:mandelonitrile lyase activity ; GO:0046593
EC:4.1.2.11 > GO:hydroxymandelonitrile lyase activity ; GO:0050419
EC:4.1.2.12 > GO:2-dehydropantoate aldolase activity ; GO:0050013
EC:4.1.2.13 > GO:fructose-bisphosphate aldolase activity ; GO:0004332
EC:4.1.2.14 > GO:2-dehydro-3-deoxy-phosphogluconate aldolase activity ; GO:0008675
EC:4.1.2.17 > GO:L-fuculose-phosphate aldolase activity ; GO:0008738
EC:4.1.2.18 > GO:2-dehydro-3-deoxy-L-pentonate aldolase activity ; GO:0047438
EC:4.1.2.19 > GO:rhamnulose-1-phosphate aldolase activity ; GO:0008994
EC:4.1.2.2 > GO:ketotetrose-phosphate aldolase activity ; GO:0050014
EC:4.1.2.20 > GO:2-dehydro-3-deoxyglucarate aldolase activity ; GO:0008672
EC:4.1.2.21 > GO:2-dehydro-3-deoxy-6-phosphogalactonate aldolase activity ; GO:0008674
EC:4.1.2.22 > GO:fructose-6-phosphate phosphoketolase activity ; GO:0047905
EC:4.1.2.23 > GO:3-deoxy-D-manno-octulosonate aldolase activity ; GO:0047439
EC:4.1.2.24 > GO:dimethylaniline-N-oxide aldolase activity ; GO:0047864
EC:4.1.2.25 > GO:dihydroneopterin aldolase activity ; GO:0004150
EC:4.1.2.26 > GO:phenylserine aldolase activity ; GO:0050179
EC:4.1.2.27 > GO:sphinganine-1-phosphate aldolase activity ; GO:0008117
EC:4.1.2.28 > GO:2-dehydro-3-deoxy-D-pentonate aldolase activity ; GO:0047440
EC:4.1.2.29 > GO:5-dehydro-2-deoxyphosphogluconate aldolase activity ; GO:0047441
EC:4.1.2.30 > GO:17-alpha-hydroxyprogesterone aldolase activity ; GO:0047442
EC:4.1.2.32 > GO:trimethylamine-oxide aldolase activity ; GO:0050352
EC:4.1.2.33 > GO:fucosterol-epoxide lyase activity ; GO:0047906
EC:4.1.2.34 > GO:4-(2-carboxyphenyl)-2-oxobut-3-enoate aldolase activity ; GO:0018803
EC:4.1.2.35 > GO:propioin synthase activity ; GO:0050217
EC:4.1.2.36 > GO:lactate aldolase activity ; GO:0050041
EC:4.1.2.37 > GO:acetone-cyanhydrin lyase activity ; GO:0047606
EC:4.1.2.38 > GO:benzoin aldolase activity ; GO:0047695
EC:4.1.2.39 > GO:hydroxynitrilase activity ; GO:0046991
EC:4.1.2.4 > GO:deoxyribose-phosphate aldolase activity ; GO:0004139
EC:4.1.2.40 > GO:tagatose-bisphosphate aldolase activity ; GO:0009025
EC:4.1.2.41 > GO:vanillin synthase activity ; GO:0050547
EC:4.1.2.5 > GO:threonine aldolase activity ; GO:0004793
EC:4.1.2.9 > GO:phosphoketolase activity ; GO:0050193
EC:4.1.3 > GO:oxo-acid-lyase activity ; GO:0016833
EC:4.1.3.1 > GO:isocitrate lyase activity ; GO:0004451
EC:4.1.3.13 > GO:oxalomalate lyase activity ; GO:0050204
EC:4.1.3.14 > GO:3-hydroxyaspartate aldolase activity ; GO:0047562
EC:4.1.3.16 > GO:4-hydroxy-2-oxoglutarate aldolase activity ; GO:0008700
EC:4.1.3.17 > GO:4-hydroxy-4-methyl-2-oxoglutarate aldolase activity ; GO:0047443
EC:4.1.3.22 > GO:citramalate lyase activity ; GO:0047776
EC:4.1.3.24 > GO:malyl-CoA lyase activity ; GO:0050083
EC:4.1.3.25 > GO:citramalyl-CoA lyase activity ; GO:0047777
EC:4.1.3.26 > GO:3-hydroxy-3-isohexenylglutaryl-CoA lyase activity ; GO:0047445
EC:4.1.3.27 > GO:anthranilate synthase activity ; GO:0004049
EC:4.1.3.3 > GO:N-acetylneuraminate lyase activity ; GO:0008747
EC:4.1.3.30 > GO:methylisocitrate lyase activity ; GO:0046421
EC:4.1.3.32 > GO:2,3-dimethylmalate lyase activity ; GO:0047529
EC:4.1.3.34 > GO:citryl-CoA lyase activity ; GO:0008816
EC:4.1.3.35 > GO:(1-hydroxycyclohexan-1-yl)acetyl-CoA lyase activity ; GO:0047446
EC:4.1.3.36 > GO:naphthoate synthase activity ; GO:0008935
EC:4.1.3.38 > GO:4-amino-4-deoxychorismate lyase activity ; GO:0008696
EC:4.1.3.4 > GO:hydroxymethylglutaryl-CoA lyase activity ; GO:0004419
EC:4.1.3.6 > GO:citrate (pro-3S)-lyase activity ; GO:0008815
EC:4.1.99.1 > GO:tryptophanase activity ; GO:0009034
EC:4.1.99.11 > GO:benzylsuccinate synthase activity ; GO:0018805
EC:4.1.99.2 > GO:tyrosine phenol-lyase activity ; GO:0050371
EC:4.1.99.3 > GO:deoxyribodipyrimidine photo-lyase activity ; GO:0003904
EC:4.1.99.5 > GO:octadecanal decarbonylase activity ; GO:0009924
EC:4.2 > GO:carbon-oxygen lyase activity ; GO:0016835
EC:4.2.1 > GO:hydro-lyase activity ; GO:0016836
EC:4.2.1.1 > GO:carbonate dehydratase activity ; GO:0004089
EC:4.2.1.10 > GO:3-dehydroquinate dehydratase activity ; GO:0003855
EC:4.2.1.100 > GO:cyclohexa-1,5-dienecarbonyl-CoA hydratase activity ; GO:0018823
EC:4.2.1.101 > GO:trans-feruloyl-CoA hydratase activity ; GO:0050548
EC:4.2.1.103 > GO:cyclohexyl-isocyanide hydratase activity ; GO:0050549
EC:4.2.1.104 > GO:cyanate hydratase activity ; GO:0008824
EC:4.2.1.11 > GO:phosphopyruvate hydratase activity ; GO:0004634
EC:4.2.1.12 > GO:phosphogluconate dehydratase activity ; GO:0004456
EC:4.2.1.17 > GO:enoyl-CoA hydratase activity ; GO:0004300
EC:4.2.1.18 > GO:methylglutaconyl-CoA hydratase activity ; GO:0004490
EC:4.2.1.19 > GO:imidazoleglycerol-phosphate dehydratase activity ; GO:0004424
EC:4.2.1.2 > GO:fumarate hydratase activity ; GO:0004333
EC:4.2.1.20 > GO:tryptophan synthase activity ; GO:0004834
EC:4.2.1.22 > GO:cystathionine beta-synthase activity ; GO:0004122
EC:4.2.1.24 > GO:porphobilinogen synthase activity ; GO:0004655
EC:4.2.1.25 > GO:L-arabinonate dehydratase activity ; GO:0050020
EC:4.2.1.27 > GO:acetylenecarboxylate hydratase activity, producing 3-oxopropanoate ; GO:0050079
EC:4.2.1.28 > GO:propanediol dehydratase activity ; GO:0050215
EC:4.2.1.3 > GO:aconitate hydratase activity ; GO:0003994
EC:4.2.1.30 > GO:glycerol dehydratase activity ; GO:0046405
EC:4.2.1.31 > GO:maleate hydratase activity ; GO:0050075
EC:4.2.1.32 > GO:L(+)-tartrate dehydratase activity ; GO:0008730
EC:4.2.1.33 > GO:3-isopropylmalate dehydratase activity ; GO:0003861
EC:4.2.1.34 > GO:(S)-2-methylmalate dehydratase activity ; GO:0047510
EC:4.2.1.35 > GO:(R)-2-methylmalate dehydratase activity ; GO:0047508
EC:4.2.1.36 > GO:homoaconitate hydratase activity ; GO:0004409
EC:4.2.1.39 > GO:gluconate dehydratase activity ; GO:0047929
EC:4.2.1.4 > GO:citrate dehydratase activity ; GO:0047780
EC:4.2.1.40 > GO:glucarate dehydratase activity ; GO:0008872
EC:4.2.1.41 > GO:5-dehydro-4-deoxyglucarate dehydratase activity ; GO:0047448
EC:4.2.1.42 > GO:galactarate dehydratase activity ; GO:0008867
EC:4.2.1.43 > GO:2-dehydro-3-deoxy-L-arabinonate dehydratase activity ; GO:0047449
EC:4.2.1.44 > GO:myo-inosose-2 dehydratase activity ; GO:0050114
EC:4.2.1.45 > GO:CDP-glucose 4,6-dehydratase activity ; GO:0047733
EC:4.2.1.46 > GO:dTDP-glucose 4,6-dehydratase activity ; GO:0008460
EC:4.2.1.47 > GO:GDP-mannose 4,6-dehydratase activity ; GO:0008446
EC:4.2.1.48 > GO:D-glutamate cyclase activity ; GO:0047820
EC:4.2.1.49 > GO:urocanate hydratase activity ; GO:0016153
EC:4.2.1.5 > GO:arabinonate dehydratase activity ; GO:0047675
EC:4.2.1.50 > GO:pyrazolylalanine synthase activity ; GO:0050234
EC:4.2.1.51 > GO:prephenate dehydratase activity ; GO:0004664
EC:4.2.1.52 > GO:dihydrodipicolinate synthase activity ; GO:0008840
EC:4.2.1.53 > GO:oleate hydratase activity ; GO:0050151
EC:4.2.1.54 > GO:lactoyl-CoA dehydratase activity ; GO:0018819
EC:4.2.1.55 > GO:3-hydroxybutyryl-CoA dehydratase activity ; GO:0003859
EC:4.2.1.56 > GO:itaconyl-CoA hydratase activity ; GO:0050011
EC:4.2.1.57 > GO:isohexenylglutaconyl-CoA hydratase activity ; GO:0050005
EC:4.2.1.58 > GO:crotonoyl-[acyl-carrier protein] hydratase activity ; GO:0047450
EC:4.2.1.59 > GO:3-hydroxyoctanoyl-[acyl-carrier protein] dehydratase activity ; GO:0047451
EC:4.2.1.6 > GO:galactonate dehydratase activity ; GO:0008869
EC:4.2.1.60 > GO:3-hydroxydecanoyl-[acyl-carrier protein] dehydratase activity ; GO:0008693
EC:4.2.1.61 > GO:3-hydroxypalmitoyl-[acyl-carrier protein] dehydratase activity ; GO:0004317
EC:4.2.1.62 > GO:5-alpha-hydroxysteroid dehydratase activity ; GO:0047587
EC:4.2.1.65 > GO:3-cyanoalanine hydratase activity ; GO:0047558
EC:4.2.1.66 > GO:cyanide hydratase activity ; GO:0030196
EC:4.2.1.67 > GO:D-fuconate dehydratase activity ; GO:0047818
EC:4.2.1.68 > GO:L-fuconate dehydratase activity ; GO:0050023
EC:4.2.1.69 > GO:cyanamide hydratase activity ; GO:0018820
EC:4.2.1.7 > GO:altronate dehydratase activity ; GO:0008789
EC:4.2.1.70 > GO:pseudouridylate synthase activity ; GO:0004730
EC:4.2.1.73 > GO:protoaphin-aglucone dehydratase (cyclizing) activity ; GO:0047452
EC:4.2.1.74 > GO:long-chain-enoyl-CoA hydratase activity ; GO:0016508
EC:4.2.1.75 > GO:uroporphyrinogen-III synthase activity ; GO:0004852
EC:4.2.1.76 > GO:UDP-glucose 4,6-dehydratase activity ; GO:0050377
EC:4.2.1.77 > GO:trans-L-3-hydroxyproline dehydratase activity ; GO:0050346
EC:4.2.1.78 > GO:(S)-norcoclaurine synthase activity ; GO:0050474
EC:4.2.1.79 > GO:2-methylcitrate dehydratase activity ; GO:0047547
EC:4.2.1.8 > GO:mannonate dehydratase activity ; GO:0008927
EC:4.2.1.80 > GO:2-oxopent-4-enoate hydratase activity ; GO:0008684
EC:4.2.1.81 > GO:D(-)-tartrate dehydratase activity ; GO:0047808
EC:4.2.1.82 > GO:xylonate dehydratase activity ; GO:0050401
EC:4.2.1.83 > GO:4-oxalmesaconate hydratase activity ; GO:0047584
EC:4.2.1.84 > GO:nitrile hydratase activity ; GO:0018822
EC:4.2.1.85 > GO:dimethylmaleate hydratase activity ; GO:0047868
EC:4.2.1.87 > GO:octopamine dehydratase activity ; GO:0050202
EC:4.2.1.88 > GO:synephrine dehydratase activity ; GO:0050315
EC:4.2.1.89 > GO:carnitine dehydratase activity ; GO:0008735
EC:4.2.1.9 > GO:dihydroxy-acid dehydratase activity ; GO:0004160
EC:4.2.1.90 > GO:L-rhamnonate dehydratase activity ; GO:0050032
EC:4.2.1.91 > GO:carboxycyclohexadienyl dehydratase activity ; GO:0047769
EC:4.2.1.92 > GO:hydroperoxide dehydratase activity ; GO:0047987
EC:4.2.1.93 > GO:ATP-dependent NAD(P)H-hydrate dehydratase activity ; GO:0047453
EC:4.2.1.94 > GO:scytalone dehydratase activity ; GO:0030411
EC:4.2.1.95 > GO:kievitone hydratase activity ; GO:0050015
EC:4.2.1.96 > GO:4-alpha-hydroxytetrahydrobiopterin dehydratase activity ; GO:0008124
EC:4.2.1.97 > GO:phaseollidin hydratase activity ; GO:0047454
EC:4.2.1.98 > GO:16-alpha-hydroxyprogesterone dehydratase activity ; GO:0047455
EC:4.2.1.99 > GO:2-methylisocitrate dehydratase activity ; GO:0047456
EC:4.2.2 > GO:carbon-oxygen lyase activity, acting on polysaccharides ; GO:0016837
EC:4.2.2.1 > GO:hyaluronate lyase activity ; GO:0030340
EC:4.2.2.10 > GO:pectin lyase activity ; GO:0047490
EC:4.2.2.11 > GO:poly(alpha-L-guluronate) lyase activity ; GO:0047491
EC:4.2.2.12 > GO:xanthan lyase activity ; GO:0047492
EC:4.2.2.13 > GO:exo-(1,4)-alpha-D-glucan lyase activity ; GO:0047457
EC:4.2.2.2 > GO:pectate lyase activity ; GO:0030570
EC:4.2.2.3 > GO:poly(beta-D-mannuronate) lyase activity ; GO:0045135
EC:4.2.2.4 > GO:chondroitin ABC lyase activity ; GO:0047486
EC:4.2.2.5 > GO:chondroitin AC lyase activity ; GO:0030341
EC:4.2.2.6 > GO:oligogalacturonide lyase activity ; GO:0047487
EC:4.2.2.7 > GO:heparin lyase activity ; GO:0047488
EC:4.2.2.8 > GO:heparin-sulfate lyase activity ; GO:0015021
EC:4.2.2.9 > GO:pectate disaccharide-lyase activity ; GO:0047489
EC:4.2.3 > GO:carbon-oxygen lyase activity, acting on phosphates ; GO:0016838
EC:4.2.3.1 > GO:threonine synthase activity ; GO:0004795
EC:4.2.3.10 > GO:(-)-endo-fenchol synthase activity ; GO:0050437
EC:4.2.3.11 > GO:sabinene-hydrate synthase activity ; GO:0050469
EC:4.2.3.12 > GO:6-pyruvoyltetrahydropterin synthase activity ; GO:0003874
EC:4.2.3.13 > GO:(+)-delta-cadinene synthase activity ; GO:0047461
EC:4.2.3.14 > GO:pinene synthase activity ; GO:0050550
EC:4.2.3.15 > GO:myrcene synthase activity ; GO:0050551
EC:4.2.3.16 > GO:(4S)-limonene synthase activity ; GO:0050552
EC:4.2.3.17 > GO:taxadiene synthase activity ; GO:0050553
EC:4.2.3.18 > GO:abietadiene synthase activity ; GO:0050554
EC:4.2.3.19 > GO:ent-kaurene synthase activity ; GO:0009899
EC:4.2.3.2 > GO:ethanolamine-phosphate phospho-lyase activity ; GO:0050459
EC:4.2.3.3 > GO:methylglyoxal synthase activity ; GO:0008929
EC:4.2.3.4 > GO:3-dehydroquinate synthase activity ; GO:0003856
EC:4.2.3.5 > GO:chorismate synthase activity ; GO:0004107
EC:4.2.3.6 > GO:trichodiene synthase activity ; GO:0045482
EC:4.2.3.7 > GO:pentalenene synthase activity ; GO:0050467
EC:4.2.3.8 > GO:casbene synthase activity ; GO:0050449
EC:4.2.3.9 > GO:aristolochene synthase activity ; GO:0045483
EC:4.2.99.12 > GO:carboxymethyloxysuccinate lyase activity ; GO:0047772
EC:4.2.99.18 > GO:DNA-(apurinic or apyrimidinic site) lyase activity ; GO:0003906
EC:4.3 > GO:carbon-nitrogen lyase activity ; GO:0016840
EC:4.3.1 > GO:ammonia-lyase activity ; GO:0016841
EC:4.3.1.1 > GO:aspartate ammonia-lyase activity ; GO:0008797
EC:4.3.1.10 > GO:serine-sulfate ammonia-lyase activity ; GO:0050283
EC:4.3.1.11 > GO:dihydroxyphenylalanine ammonia-lyase activity ; GO:0047859
EC:4.3.1.12 > GO:ornithine cyclodeaminase activity ; GO:0008473
EC:4.3.1.13 > GO:carbamoyl-serine ammonia-lyase activity ; GO:0047766
EC:4.3.1.14 > GO:3-aminobutyryl-CoA ammonia-lyase activity ; GO:0047459
EC:4.3.1.15 > GO:diaminopropionate ammonia-lyase activity ; GO:0008838
EC:4.3.1.16 > GO:threo-3-hydroxyaspartate ammonia-lyase activity ; GO:0030848
EC:4.3.1.17 > GO:L-serine ammonia-lyase activity ; GO:0003941
EC:4.3.1.18 > GO:D-serine ammonia-lyase activity ; GO:0008721
EC:4.3.1.19 > GO:threonine ammonia-lyase activity ; GO:0004794
EC:4.3.1.2 > GO:methylaspartate ammonia-lyase activity ; GO:0050096
EC:4.3.1.20 > GO:erythro-3-hydroxyaspartate ammonia-lyase activity ; GO:0047447
EC:4.3.1.3 > GO:histidine ammonia-lyase activity ; GO:0004397
EC:4.3.1.4 > GO:formimidoyltetrahydrofolate cyclodeaminase activity ; GO:0030412
EC:4.3.1.5 > GO:phenylalanine ammonia-lyase activity ; GO:0045548
EC:4.3.1.6 > GO:beta-alanyl-CoA ammonia-lyase activity ; GO:0047698
EC:4.3.1.7 > GO:ethanolamine ammonia-lyase activity ; GO:0008851
EC:4.3.1.9 > GO:glucosaminate ammonia-lyase activity ; GO:0047930
EC:4.3.2 > GO:amidine-lyase activity ; GO:0016842
EC:4.3.2.1 > GO:argininosuccinate lyase activity ; GO:0004056
EC:4.3.2.2 > GO:adenylosuccinate lyase activity ; GO:0004018
EC:4.3.2.3 > GO:ureidoglycolate lyase activity ; GO:0050385
EC:4.3.2.4 > GO:purine imidazole-ring cyclase activity ; GO:0050230
EC:4.3.2.5 > GO:peptidylamidoglycolate lyase activity ; GO:0004598
EC:4.3.3 > GO:amine-lyase activity ; GO:0016843
EC:4.3.3.1 > GO:3-ketovalidoxylamine C-N-lyase activity ; GO:0047566
EC:4.3.3.2 > GO:strictosidine synthase activity ; GO:0016844
EC:4.3.3.3 > GO:deacetylisoipecoside synthase activity ; GO:0050556
EC:4.3.3.4 > GO:deacetylipecoside synthase activity ; GO:0050557
EC:4.4 > GO:carbon-sulfur lyase activity ; GO:0016846
EC:4.4.1.1 > GO:cystathionine gamma-lyase activity ; GO:0004123
EC:4.4.1.10 > GO:cysteine lyase activity ; GO:0047803
EC:4.4.1.11 > GO:methionine gamma-lyase activity ; GO:0018826
EC:4.4.1.13 > GO:cysteine-S-conjugate beta-lyase activity ; GO:0047804
EC:4.4.1.14 > GO:1-aminocyclopropane-1-carboxylate synthase activity ; GO:0016847
EC:4.4.1.15 > GO:D-cysteine desulfhydrase activity ; GO:0019148
EC:4.4.1.16 > GO:selenocysteine lyase activity ; GO:0009000
EC:4.4.1.17 > GO:holocytochrome-c synthase activity ; GO:0004408
EC:4.4.1.2 > GO:homocysteine desulfhydrase activity ; GO:0047982
EC:4.4.1.20 > GO:leukotriene-C4 synthase activity ; GO:0004464
EC:4.4.1.21 > GO:ribosylhomocysteinase activity ; GO:0019138
EC:4.4.1.22 > GO:S-(hydroxymethyl)glutathione synthase activity ; GO:0051907
EC:4.4.1.23 > GO:2-hydroxypropyl-CoM lyase activity ; GO:0050555
